method,seed,subject_id,k_shots,accuracy,balanced_accuracy,f1_score,auroc,n_samples,n_class_0,n_class_1,tp,fp,tn,fn
Supervised,42,S18,10,0.4716981132075472,0.4739449541284404,0.5483870967741935,0.48311926605504585,159,50,109,51,26,24,58
Supervised,42,S18,20,0.5167785234899329,0.4962606837606838,0.6129032258064516,0.4557692307692308,149,45,104,57,25,20,47
Supervised,42,S20,5,0.5151515151515151,0.46980976013234077,0.627906976744186,0.4789081885856079,132,39,93,54,25,14,39
Supervised,42,S20,10,0.5317460317460317,0.5555555555555556,0.6040268456375839,0.5762345679012346,126,36,90,45,14,22,45
Supervised,42,S20,20,0.6206896551724138,0.6489563567362429,0.6944444444444444,0.7005692599620493,116,31,85,50,9,22,35
Supervised,42,S21,5,0.6428571428571429,0.32727272727272727,0.782608695652174,0.6545454545454545,56,1,55,36,1,0,19
Supervised,42,S21,10,0.75,0.75,0.8571428571428571,,52,0,52,39,0,0,13
Supervised,42,S21,20,0.8723404255319149,0.8723404255319149,0.9318181818181818,,47,0,47,41,0,0,6
Supervised,42,S22,5,0.4090909090909091,0.49230769230769234,0.5357142857142857,0.5435897435897434,44,5,39,15,2,3,24
Supervised,42,S22,10,0.47368421052631576,0.7222222222222222,0.6153846153846154,0.8055555555555556,38,2,36,16,0,2,20
Supervised,42,S22,20,0.7096774193548387,0.7096774193548387,0.8301886792452831,,31,0,31,22,0,0,9
Supervised,42,S23,5,0.49,0.49118686746404533,0.5513196480938416,0.47760399012154375,300,107,193,94,54,53,99
Supervised,42,S23,10,0.5680272108843537,0.5112854251012146,0.6784810126582278,0.5491902834008098,294,104,190,134,71,33,56
Supervised,42,S23,20,0.4612676056338028,0.4644007644007644,0.5233644859813084,0.48670488670488665,284,99,185,84,52,47,101
Supervised,42,S24,5,0.4734982332155477,0.44596622889305815,0.5826330532212886,0.45916197623514704,283,78,205,104,48,30,101
Supervised,42,S24,10,0.5234657039711191,0.4678877887788779,0.6432432432432432,0.4407920792079208,277,75,202,119,49,26,83
Supervised,42,S24,20,0.5430711610486891,0.5291878172588833,0.6432748538011696,0.5337926033357505,267,70,197,110,35,35,87
Supervised,42,S26,5,0.4930555555555556,0.49470899470899465,0.5165562913907285,0.48559670781893005,144,63,81,39,31,32,42
Supervised,42,S26,10,0.5144927536231884,0.507051282051282,0.567741935483871,0.49786324786324787,138,60,78,44,33,27,34
Supervised,42,S26,20,0.4453125,0.4464508094645081,0.4740740740740741,0.4326276463262764,128,55,73,32,30,25,41
