method,seed,subject_id,k_shots,accuracy,balanced_accuracy,f1_score,auroc,n_samples,n_class_0,n_class_1,tp,fp,tn,fn
Pretrain-FT,42,S02,5,0.5483870967741935,0.5215643274853801,0.6347826086956522,0.5129142300194932,186,72,114,73,43,29,41
Pretrain-FT,42,S02,10,0.5833333333333334,0.5442616529573051,0.6781115879828327,0.5825825825825827,180,69,111,79,43,26,32
Pretrain-FT,42,S02,20,0.5117647058823529,0.5094339622641509,0.5699481865284974,0.49380896226415094,170,64,106,55,32,32,51
Pretrain-FT,42,S06,5,0.7427536231884058,0.5940567066521265,0.8486140724946695,0.5771537622682662,276,14,262,199,8,6,63
Pretrain-FT,42,S06,10,0.5370370370370371,0.4104949104949105,0.6943765281173594,0.47946647946647947,270,11,259,142,8,3,117
Pretrain-FT,42,S06,20,0.5230769230769231,0.4304461942257217,0.6836734693877551,0.45472440944881887,260,6,254,134,4,2,120
Pretrain-FT,42,S07,5,0.34,0.5682362330407023,0.43103448275862066,0.6206437882415536,200,21,179,50,3,18,129
Pretrain-FT,42,S07,10,0.5257731958762887,0.48926767676767674,0.6714285714285714,0.49936868686868685,194,18,176,94,10,8,82
Pretrain-FT,42,S07,20,0.5815217391304348,0.5616284300494827,0.7220216606498195,0.5447593342330185,184,13,171,100,6,7,71
Pretrain-FT,42,S11,5,0.4426229508196721,0.411219512195122,0.5478723404255319,0.4083414634146341,305,100,205,103,68,32,102
Pretrain-FT,42,S11,10,0.6488294314381271,0.5793355108706747,0.7494033412887828,0.6181484127794222,299,97,202,157,60,37,45
Pretrain-FT,42,S11,20,0.5051903114186851,0.4690465680865151,0.6103542234332425,0.5128007062458618,289,92,197,112,58,34,85
Pretrain-FT,42,S12,5,0.3763440860215054,0.4825757575757576,0.49122807017543857,0.41868686868686866,93,60,33,28,53,7,5
Pretrain-FT,42,S12,10,0.4942528735632184,0.5114035087719297,0.4358974358974359,0.4906432748538012,87,57,30,17,31,26,13
Pretrain-FT,42,S12,20,0.6103896103896104,0.6180769230769231,0.5161290322580645,0.5946153846153847,77,52,25,16,21,31,9
Pretrain-FT,42,S13,5,0.5770609318996416,0.5774922918807811,0.5203252032520326,0.622507708119219,279,139,140,64,42,97,76
Pretrain-FT,42,S13,10,0.5457875457875457,0.5461034778875054,0.504,0.5483039931300987,273,136,137,63,50,86,74
Pretrain-FT,42,S13,20,0.6197718631178707,0.6201422623178348,0.5798319327731093,0.65058986814712,263,131,132,69,37,94,63
Pretrain-FT,42,S14,5,0.45209580838323354,0.5405583049798948,0.32967032967032966,0.5429941231054748,334,122,212,45,16,106,167
Pretrain-FT,42,S14,10,0.5457317073170732,0.5150778014555104,0.6374695863746959,0.49157653492018816,328,119,209,131,71,48,78
Pretrain-FT,42,S14,20,0.4968553459119497,0.5420536635706914,0.4936708860759494,0.570562435500516,318,114,204,78,34,80,126
Pretrain-FT,42,S16,5,0.5480769230769231,0.49206349206349204,0.7006369426751592,0.5253122945430637,208,91,117,110,87,4,7
Pretrain-FT,42,S16,10,0.5445544554455446,0.557615629984051,0.5306122448979592,0.5680821371610845,202,88,114,52,30,58,62
Pretrain-FT,42,S16,20,0.5572916666666666,0.5396816624295346,0.6320346320346321,0.5121034597104013,192,83,109,73,49,34,36
Pretrain-FT,42,S17,5,0.5052631578947369,0.5841427480082942,0.4679245283018868,0.6428571428571428,285,98,187,62,16,82,125
Pretrain-FT,42,S17,10,0.4767025089605735,0.5116132723112128,0.5034013605442177,0.5095537757437071,279,95,184,74,36,59,110
Pretrain-FT,42,S17,20,0.5464684014869888,0.5708255741775294,0.5933333333333334,0.5829298572315332,269,90,179,89,32,58,90
Pretrain-FT,42,S18,5,0.4,0.4536725067385444,0.40718562874251496,0.49376684636118595,165,53,112,34,21,32,78
Pretrain-FT,42,S18,10,0.5911949685534591,0.5340366972477064,0.6976744186046512,0.5001834862385321,159,50,109,75,31,19,34
Pretrain-FT,42,S18,20,0.5100671140939598,0.46623931623931625,0.6217616580310881,0.4952991452991453,149,45,104,60,29,16,44
Pretrain-FT,42,S20,5,0.6818181818181818,0.5359801488833746,0.7980769230769231,0.5729252826027019,132,39,93,83,32,7,10
Pretrain-FT,42,S20,10,0.49206349206349204,0.5361111111111111,0.5492957746478874,0.6037037037037036,126,36,90,39,13,23,51
Pretrain-FT,42,S20,20,0.49137931034482757,0.39677419354838706,0.6335403726708074,0.34952561669829224,116,31,85,51,25,6,34
Pretrain-FT,42,S21,5,0.2857142857142857,0.6363636363636364,0.42857142857142855,0.7090909090909091,56,1,55,15,0,1,40
Pretrain-FT,42,S21,10,0.6923076923076923,0.6923076923076923,0.8181818181818182,,52,0,52,36,0,0,16
Pretrain-FT,42,S21,20,0.7872340425531915,0.7872340425531915,0.8809523809523809,,47,0,47,37,0,0,10
Pretrain-FT,42,S22,5,0.29545454545454547,0.6025641025641025,0.3404255319148936,0.6153846153846154,44,5,39,8,0,5,31
Pretrain-FT,42,S22,10,0.7105263157894737,0.8472222222222222,0.819672131147541,0.7222222222222222,38,2,36,25,0,2,11
Pretrain-FT,42,S22,20,0.6451612903225806,0.6451612903225806,0.7843137254901961,,31,0,31,20,0,0,11
Pretrain-FT,42,S23,5,0.6033333333333334,0.50222749503656,0.734966592427617,0.5125175536293642,300,107,193,165,91,16,28
Pretrain-FT,42,S23,10,0.4557823129251701,0.5027834008097166,0.4482758620689655,0.5146761133603239,294,104,190,65,35,69,125
Pretrain-FT,42,S23,20,0.5633802816901409,0.5568659568659569,0.6331360946745562,0.5800709800709801,284,99,185,107,46,53,78
Pretrain-FT,42,S24,5,0.33568904593639576,0.5335209505941213,0.168141592920354,0.4904315196998124,283,78,205,19,2,76,186
Pretrain-FT,42,S24,10,0.45126353790613716,0.5566996699669967,0.4647887323943662,0.5578217821782178,277,75,202,66,16,59,136
Pretrain-FT,42,S24,20,0.4419475655430712,0.5343364757070341,0.4734982332155477,0.5221174764321973,267,70,197,67,19,51,130
