method,k_shots,n_seeds,accuracy_mean,accuracy_std,accuracy_n,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_n,f1_score_mean,f1_score_std,f1_score_n,auroc_mean,auroc_std,auroc_n
SubjectConditioned,5,3,0.5860643749123664,0.051141943958059585,48,0.5843984182862464,0.05868115939694077,48,0.6579865121822187,0.08400102668081767,48,0.6171060810121648,0.06405699187387867,48
SubjectConditioned_NoFiLM,5,3,0.5694517107735223,0.04742694335395999,48,0.5695743201920065,0.05474488047230495,48,0.6248991844503741,0.0873505299698726,48,0.6062556539093559,0.06759701765857139,48
SubjectConditioned,10,3,0.5834201165793772,0.04586028121775286,48,0.5835774762571778,0.05461326493347848,48,0.65895293391518,0.07461179593566343,48,0.6153505902474302,0.06934790383681516,48
SubjectConditioned_NoFiLM,10,3,0.5725228218100208,0.04932033294623802,48,0.5777782235023575,0.05840281848552557,48,0.6385006617044892,0.0819239696598859,48,0.609178429907282,0.0715154429636342,48
SubjectConditioned,20,3,0.586179416548858,0.04330327717737044,48,0.5867715627264113,0.06067300236146326,48,0.6620998777745081,0.06839045366659267,48,0.6131678177510809,0.06443808707249263,48
SubjectConditioned_NoFiLM,20,3,0.5821462094156785,0.04615128511806947,48,0.581234012309869,0.055690482154240946,48,0.6497047633203996,0.0759156413025641,48,0.6124590816338413,0.06827692294730965,48
