method,seed,subject_id,k_shots,accuracy,balanced_accuracy,f1_score,auroc,n_samples,n_class_0,n_class_1,tp,fp,tn,fn
Pretrain-FT,123,S22,5,0.2727272727272727,0.5897435897435898,0.30434782608695654,0.7897435897435898,44,5,39,7,0,5,32
Pretrain-FT,123,S22,10,0.3684210526315789,0.19444444444444445,0.5384615384615384,0.1111111111111111,38,2,36,14,2,0,22
Pretrain-FT,123,S22,20,0.3870967741935484,0.3870967741935484,0.5581395348837209,,31,0,31,12,0,0,19
Pretrain-FT,123,S23,5,0.42333333333333334,0.49975788097428697,0.34220532319391633,0.48084838506609845,300,107,193,45,25,82,148
Pretrain-FT,123,S23,10,0.4897959183673469,0.49645748987854255,0.5454545454545454,0.5132085020242915,294,104,190,90,50,54,100
Pretrain-FT,123,S23,20,0.5528169014084507,0.544062244062244,0.6253687315634219,0.5487851487851487,284,99,185,106,48,51,79
Pretrain-FT,123,S24,5,0.4028268551236749,0.5480925578486554,0.3524904214559387,0.541400875547217,283,78,205,46,10,68,159
Pretrain-FT,123,S24,10,0.44404332129963897,0.5182178217821782,0.48322147651006714,0.5226402640264026,277,75,202,72,24,51,130
Pretrain-FT,123,S24,20,0.6104868913857678,0.551849166062364,0.7189189189189189,0.5508339376359681,267,70,197,133,40,30,64
Pretrain-FT,123,S26,5,0.4930555555555556,0.5211640211640212,0.39669421487603307,0.5087203605722125,144,63,81,24,16,47,57
Pretrain-FT,123,S26,10,0.4782608695652174,0.5038461538461538,0.4,0.4867521367521368,138,60,78,24,18,42,54
Pretrain-FT,123,S26,20,0.46875,0.44009962640099626,0.5802469135802469,0.43088418430884184,128,55,73,47,42,13,26
