method,seed,k_shots,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_score_mean,f1_score_std,auroc_mean,auroc_std
Full-MAML-Uniform,456,5,0.4486595919150143,0.12883595082970656,0.5637910234283317,0.06357535675383526,0.4176505262187564,0.22932448210604955,0.6371216601888279,0.07228629315889365
Full-MAML-Uniform,456,10,0.48518590703348297,0.1498657278483988,0.5555322953429888,0.050547798657151574,0.45074366470730265,0.23568753185330005,0.6276232221038636,0.08730851805474472
Full-MAML-Uniform,456,20,0.5376863135535617,0.13868084072804093,0.5742205091458537,0.04633820811175552,0.5272950596735585,0.20236016424305497,0.6365059260809733,0.07754733193564943
