method,seed,subject_id,k_shots,accuracy,balanced_accuracy,f1_score,auroc,n_samples,n_class_0,n_class_1,tp,fp,tn,fn
Supervised,456,S14,20,0.5723270440251572,0.5912022703818369,0.6114285714285714,0.6057361541107672,318,114,204,107,39,75,97
Supervised,456,S16,5,0.5144230769230769,0.510989010989011,0.5550660792951542,0.4467925237156007,208,91,117,63,47,44,54
Supervised,456,S16,10,0.5297029702970297,0.5379784688995215,0.5320197044334976,0.5052830940988836,202,88,114,54,35,53,60
Supervised,456,S16,20,0.5520833333333334,0.5652702553332597,0.5425531914893617,0.6299325743340335,192,83,109,51,28,55,58
Supervised,456,S17,5,0.4105263157894737,0.4318181818181818,0.4473684210526316,0.4207137400414711,285,98,187,68,49,49,119
Supervised,456,S17,10,0.5734767025089605,0.6104405034324942,0.6046511627906976,0.637070938215103,279,95,184,91,26,69,93
Supervised,456,S17,20,0.6282527881040892,0.5936064556176288,0.7142857142857143,0.6181874612042211,269,90,179,125,46,44,54
Supervised,456,S18,5,0.5272727272727272,0.5523921832884097,0.5806451612903226,0.5505390835579516,165,53,112,54,20,33,58
Supervised,456,S18,10,0.5031446540880503,0.5401834862385322,0.5485714285714286,0.5467889908256881,159,50,109,48,18,32,61
Supervised,456,S18,20,0.5302013422818792,0.4932692307692308,0.6354166666666666,0.5220085470085469,149,45,104,61,27,18,43
Supervised,456,S20,5,0.4318181818181818,0.4925558312655087,0.460431654676259,0.46980976013234077,132,39,93,32,14,25,61
Supervised,456,S20,10,0.5476190476190477,0.5166666666666666,0.6503067484662577,0.5240740740740741,126,36,90,53,20,16,37
Supervised,456,S20,20,0.6120689655172413,0.6020872865275142,0.7019867549668874,0.6360531309297912,116,31,85,53,13,18,32
Supervised,456,S21,5,0.44642857142857145,0.7181818181818181,0.6075949367088608,0.5636363636363636,56,1,55,24,0,1,31
Supervised,456,S21,10,0.6923076923076923,0.6923076923076923,0.8181818181818182,,52,0,52,36,0,0,16
Supervised,456,S21,20,0.8085106382978723,0.8085106382978723,0.8941176470588236,,47,0,47,38,0,0,9
Supervised,456,S22,5,0.5681818181818182,0.582051282051282,0.6984126984126984,0.5743589743589743,44,5,39,22,2,3,17
Supervised,456,S22,10,0.6052631578947368,0.5555555555555556,0.7457627118644068,0.4444444444444444,38,2,36,22,1,1,14
Supervised,456,S22,20,0.7096774193548387,0.7096774193548387,0.8301886792452831,,31,0,31,22,0,0,9
Supervised,456,S23,5,0.54,0.5300469710909883,0.6123595505617978,0.5359546753183866,300,107,193,109,54,53,84
Supervised,456,S23,10,0.5170068027210885,0.513157894736842,0.5847953216374269,0.4966599190283401,294,104,190,100,52,52,90
Supervised,456,S23,20,0.528169014084507,0.5204477204477205,0.6011904761904762,0.5147147147147147,284,99,185,101,50,49,84
Supervised,456,S24,5,0.5618374558303887,0.5228267667292057,0.6684491978609626,0.5639774859287054,283,78,205,125,44,34,80
Supervised,456,S24,10,0.49097472924187724,0.49171617161716175,0.584070796460177,0.4794059405940594,277,75,202,99,38,37,103
Supervised,456,S24,20,0.5393258426966292,0.4713923132704858,0.663013698630137,0.4701232777374909,267,70,197,121,47,23,76
Supervised,456,S26,5,0.5625,0.5582010582010581,0.6037735849056604,0.5661375661375662,144,63,81,48,30,33,33
Supervised,456,S26,10,0.4492753623188406,0.4512820512820513,0.4722222222222222,0.4777777777777778,138,60,78,34,32,28,44
Supervised,456,S26,20,0.4609375,0.45790784557907843,0.5035971223021583,0.4356164383561643,128,55,73,35,31,24,38
